ticket,open_time,type,size,symbol,open_price,sl,tp,close_time,close_price,commission,taxes,swap,profit,comment
107681967,2026.01.14 16:39:16,sell,1.00,xauusd,4621.73,4620.97,4611.75,2026.01.14 16:39:41,4620.97,0.00,0.00,0.00,76.00,#999777 SMC Trail[sl]
107681982,2026.01.14 16:39:17,sell,1.00,xauusd,4622.10,4622.10,4611.75,2026.01.14 16:40:34,4622.10,0.00,0.00,0.00,0.00,#999777 SMC BE[sl]
107697450,2026.01.14 21:02:22,buy,1.00,xauusd,4642.95,4637.23,4652.23,2026.01.14 21:04:26,4637.23,0.00,0.00,0.00,-572.00,#999777 SMC Trail[sl]
107697458,2026.01.14 21:02:23,buy,1.00,xauusd,4642.95,4637.23,4652.23,2026.01.14 21:04:26,4637.23,0.00,0.00,0.00,-572.00,#999777 SMC BE[sl]
107711880,2026.01.15 03:24:30,sell,1.00,xauusd,4601.15,4599.53,4591.09,2026.01.15 03:24:38,4599.53,0.00,0.00,0.00,162.00,#999777 SMC Trail[sl]
107711881,2026.01.15 03:24:30,sell,1.00,xauusd,4601.13,4601.13,4591.09,2026.01.15 03:26:24,4601.13,0.00,0.00,0.00,0.00,#999777 SMC BE[sl]
107731443,2026.01.15 12:08:30,buy,1.00,xauusd,4613.78,4615.10,4623.77,2026.01.15 12:24:42,4615.10,0.00,0.00,0.00,132.00,#999777 SMC Trail[sl]
107731444,2026.01.15 12:08:30,buy,1.00,xauusd,4613.78,4613.78,4623.77,2026.01.15 12:26:09,4613.78,0.00,0.00,0.00,0.00,#999777 SMC BE[sl]
107755619,2026.01.15 18:11:55,buy,1.00,xauusd,4623.06,4623.68,4633.23,2026.01.15 18:17:43,4623.68,0.00,0.00,0.00,62.00,#999777 SMC Trail[sl]
107755622,2026.01.15 18:11:55,buy,1.00,xauusd,4623.16,4623.16,4633.23,2026.01.15 18:17:55,4623.16,0.00,0.00,0.00,0.00,#999777 SMC BE[sl]
107773575,2026.01.16 02:45:13,sell,1.00,xauusd,4600.66,4600.08,4590.62,2026.01.16 02:50:20,4600.08,0.00,0.00,0.00,58.00,#999777 SMC Trail[sl]
107773578,2026.01.16 02:45:13,sell,1.00,xauusd,4600.61,4600.61,4590.62,2026.01.16 02:50:23,4600.61,0.00,0.00,0.00,0.00,#999777 SMC BE[sl]
107797677,2026.01.16 15:16:26,sell,1.00,xauusd,4594.07,4588.07,4584.05,2026.01.16 15:16:54,4588.07,0.00,0.00,0.00,600.00,#999777 SMC Trail[sl]
107797679,2026.01.16 15:16:26,sell,1.00,xauusd,4594.03,4594.03,4584.05,2026.01.16 15:18:13,4584.05,0.00,0.00,0.00,998.00,#999777 SMC BE[tp]
107806393,2026.01.16 17:05:00,buy,1.00,xauusd,4617.27,4618.08,4626.61,2026.01.16 17:06:03,4618.08,0.00,0.00,0.00,81.00,#999777 SMC Trail[sl]
107806396,2026.01.16 17:05:01,buy,1.00,xauusd,4617.66,4617.66,4626.61,2026.01.16 17:08:06,4617.66,0.00,0.00,0.00,0.00,#999777 SMC BE[sl]
107840640,2026.01.19 01:00:20,buy,1.00,xauusd,4627.11,4630.07,4637.13,2026.01.19 01:00:25,4630.07,0.00,0.00,0.00,296.00,#999777 SMC Trail[sl]
107840660,2026.01.19 01:00:21,buy,1.00,xauusd,4627.40,4627.40,4637.13,2026.01.19 01:01:56,4637.13,0.00,0.00,0.00,973.00,#999777 SMC BE[tp]
107886638,2026.01.19 17:54:20,buy,1.00,xauusd,4674.05,4675.53,4684.05,2026.01.19 17:56:18,4675.53,0.00,0.00,0.00,148.00,#999777 SMC Trail[sl]
107886644,2026.01.19 17:54:20,buy,1.00,xauusd,4674.26,4674.26,4684.05,2026.01.19 17:56:39,4674.26,0.00,0.00,0.00,0.00,#999777 SMC BE[sl]
107893272,2026.01.20 02:26:48,sell,1.00,xauusd,4661.60,4660.72,4651.57,2026.01.20 02:28:00,4660.72,0.00,0.00,0.00,88.00,#999777 SMC Trail[sl]
107893273,2026.01.20 02:26:48,sell,1.00,xauusd,4661.60,4661.60,4651.57,2026.01.20 02:28:09,4661.60,0.00,0.00,0.00,0.00,#999777 SMC BE[sl]
107898643,2026.01.20 05:51:18,buy,1.00,xauusd,4680.48,4681.01,4690.41,2026.01.20 05:51:31,4681.01,0.00,0.00,0.00,53.00,#999777 SMC Trail[sl]
107898644,2026.01.20 05:51:18,buy,1.00,xauusd,4680.59,4680.59,4690.41,2026.01.20 06:01:23,4680.59,0.00,0.00,0.00,0.00,#999777 SMC BE[sl]
107927456,2026.01.20 15:59:55,buy,1.00,xauusd,4738.14,4741.11,4747.64,2026.01.20 16:01:00,4741.11,0.00,0.00,0.00,297.00,#999777 SMC Trail[sl]
107927472,2026.01.20 15:59:55,buy,1.00,xauusd,4738.51,4738.51,4747.64,2026.01.20 16:03:05,4747.64,0.00,0.00,0.00,913.00,#999777 SMC BE[tp]
107958200,2026.01.20 18:53:33,buy,1.00,xauusd,4750.85,4752.56,4761.19,2026.01.20 18:55:22,4752.56,0.00,0.00,0.00,171.00,#999777 SMC Trail[sl]
107958204,2026.01.20 18:53:33,buy,1.00,xauusd,4751.00,4751.00,4761.19,2026.01.20 19:00:20,4751.00,0.00,0.00,0.00,0.00,#999777 SMC BE[sl]
107969730,2026.01.21 01:00:14,buy,1.00,xauusd,4766.67,4761.67,4776.67,2026.01.21 01:00:45,4761.67,0.00,0.00,0.00,-500.00,#999777 SMC Trail[sl]
107969733,2026.01.21 01:00:14,buy,1.00,xauusd,4766.67,4761.67,4776.67,2026.01.21 01:00:45,4761.67,0.00,0.00,0.00,-500.00,#999777 SMC BE[sl]
108025580,2026.01.21 15:37:58,buy,1.00,xauusd,4877.32,4877.87,4887.33,2026.01.21 15:38:46,4877.87,0.00,0.00,0.00,55.00,#999777 SMC Trail[sl]
108025583,2026.01.21 15:37:58,buy,1.00,xauusd,4877.49,4877.49,4887.33,2026.01.21 15:40:13,4877.49,0.00,0.00,0.00,0.00,#999777 SMC BE[sl]
108027670,2026.01.21 16:04:52,sell,1.00,xauusd,4852.91,4851.48,4844.92,2026.01.21 16:05:01,4851.48,0.00,0.00,0.00,143.00,#999777 SMC Trail[sl]
108027701,2026.01.21 16:04:52,sell,1.00,xauusd,4853.83,4853.83,4844.92,2026.01.21 16:05:03,4844.92,0.00,0.00,0.00,891.00,#999777 SMC BE[tp]
108066347,2026.01.21 19:31:16,sell,1.00,xauusd,4812.87,4811.66,4801.95,2026.01.21 19:31:22,4811.66,0.00,0.00,0.00,121.00,#999777 SMC Trail[sl]
108066358,2026.01.21 19:31:17,sell,1.00,xauusd,4812.52,4812.52,4801.95,2026.01.21 19:36:00,4812.52,0.00,0.00,0.00,0.00,#999777 SMC BE[sl]
108131837,2026.01.22 15:42:49,sell,1.00,xauusd,4812.54,4811.80,4802.67,2026.01.22 15:42:59,4811.80,0.00,0.00,0.00,74.00,#999777 SMC Trail[sl]
108131858,2026.01.22 15:42:49,sell,1.00,xauusd,4812.52,4812.52,4802.67,2026.01.22 15:42:59,4812.52,0.00,0.00,0.00,0.00,#999777 SMC BE[sl]
108135419,2026.01.22 16:32:01,buy,1.00,xauusd,4837.08,4838.28,4846.67,2026.01.22 16:32:26,4838.28,0.00,0.00,0.00,120.00,#999777 SMC Trail[sl]
108135426,2026.01.22 16:32:01,buy,1.00,xauusd,4837.28,4837.28,4846.67,2026.01.22 16:32:31,4837.28,0.00,0.00,0.00,0.00,#999777 SMC BE[sl]
108171319,2026.01.23 07:50:47,buy,1.00,xauusd,4967.50,4962.46,4977.46,2026.01.23 07:57:22,4962.46,0.00,0.00,0.00,-504.00,#999777 SMC Trail[sl]
108171321,2026.01.23 07:50:47,buy,1.00,xauusd,4967.50,4962.46,4977.46,2026.01.23 07:57:22,4962.46,0.00,0.00,0.00,-504.00,#999777 SMC BE[sl]
108177478,2026.01.23 10:18:23,sell,1.00,xauusd,4938.03,4930.58,4928.07,2026.01.23 10:20:48,4930.58,0.00,0.00,0.00,745.00,#999777 SMC Trail[sl]
108177481,2026.01.23 10:18:23,sell,1.00,xauusd,4937.98,4937.98,4928.07,2026.01.23 10:23:00,4928.07,0.00,0.00,0.00,991.00,#999777 SMC BE[tp]
108206707,2026.01.23 18:09:42,buy,1.00,xauusd,4967.68,4973.15,4977.66,2026.01.23 18:09:50,4973.15,0.00,0.00,0.00,547.00,#999777 SMC Trail[sl]
108206711,2026.01.23 18:09:42,buy,1.00,xauusd,4967.79,4967.79,4977.66,2026.01.23 18:18:00,4977.66,0.00,0.00,0.00,987.00,#999777 SMC BE[tp]
108219929,2026.01.23 21:53:41,buy,1.00,xauusd,4988.53,4989.17,4998.40,2026.01.23 21:54:40,4989.17,0.00,0.00,0.00,64.00,#999777 SMC Trail[sl]
108219932,2026.01.23 21:53:41,buy,1.00,xauusd,4988.47,4988.47,4998.40,2026.01.23 21:54:53,4988.47,0.00,0.00,0.00,0.00,#999777 SMC BE[sl]
108873694,2026.01.29 06:21:15,buy,0.60,audusd,0.70777,0.00000,0.00000,2026.01.29 06:50:00,0.70898,0.00,0.00,0.00,72.60,#600 230417_RandomWalk_YHH_unlimited
108873693,2026.01.29 06:21:15,buy,0.60,eurusd,1.19803,0.00000,0.00000,2026.01.29 07:05:00,1.19912,0.00,0.00,0.00,65.40,#300 230417_RandomWalk_YHH_unlimited
108873696,2026.01.29 06:21:15,buy,0.60,gbpusd,1.38300,0.00000,0.00000,2026.01.29 07:05:00,1.38433,0.00,0.00,0.00,79.80,#200 230417_RandomWalk_YHH_unlimited
108873701,2026.01.29 06:21:15,sell,0.60,usdjpy,153.135,0.000,0.000,2026.01.29 07:05:00,152.955,0.00,0.00,0.00,70.61,#400 230417_RandomWalk_YHH_unlimited
108873703,2026.01.29 06:21:15,sell,0.60,usdchf,0.76578,0.00000,0.00000,2026.01.29 07:10:01,0.76498,0.00,0.00,0.00,62.75,#100 230417_RandomWalk_YHH_unlimited
108873702,2026.01.29 06:21:15,sell,0.60,usdcad,1.35251,0.00000,0.00000,2026.01.29 09:10:04,1.35115,0.00,0.00,0.00,60.39,#500 230417_RandomWalk_YHH_unlimited
108873695,2026.01.29 06:21:15,buy,0.60,usdchf,0.76590,0.00000,0.00000,2026.01.29 09:35:00,0.76670,0.00,0.00,0.00,62.61,#100 230417_RandomWalk_YHH_unlimited
108873697,2026.01.29 06:21:15,buy,0.60,usdjpy,153.148,0.000,0.000,2026.01.29 09:35:00,153.356,0.00,0.00,0.00,81.38,#400 230417_RandomWalk_YHH_unlimited
108873700,2026.01.29 06:21:15,sell,0.60,audusd,0.70761,0.00000,0.00000,2026.01.29 10:35:00,0.70643,0.00,0.00,0.00,70.80,#600 230417_RandomWalk_YHH_unlimited
108873699,2026.01.29 06:21:15,sell,0.60,eurusd,1.19790,0.00000,0.00000,2026.01.29 10:40:00,1.19684,0.00,0.00,0.00,63.60,#300 230417_RandomWalk_YHH_unlimited
108873704,2026.01.29 06:21:15,sell,0.60,gbpusd,1.38282,0.00000,0.00000,2026.01.29 11:25:00,1.38155,0.00,0.00,0.00,76.20,#200 230417_RandomWalk_YHH_unlimited
108902849,2026.01.29 09:35:03,buy,0.60,usdchf,0.76680,0.00000,0.00000,2026.01.29 11:50:02,0.76762,0.00,0.00,0.00,64.09,#100 230417_RandomWalk_YHH_unlimited
108915645,2026.01.29 10:40:00,sell,0.60,eurusd,1.19675,0.00000,0.00000,2026.01.29 11:55:00,1.19551,0.00,0.00,0.00,74.40,#300 230417_RandomWalk_YHH_unlimited
108914801,2026.01.29 10:35:00,sell,0.60,audusd,0.70627,0.00000,0.00000,2026.01.29 12:10:00,0.70526,0.00,0.00,0.00,60.60,#600 230417_RandomWalk_YHH_unlimited
108924695,2026.01.29 11:25:00,sell,0.60,gbpusd,1.38139,0.00000,0.00000,2026.01.29 12:15:04,1.38033,0.00,0.00,0.00,63.60,#200 230417_RandomWalk_YHH_unlimited
108873698,2026.01.29 06:21:15,buy,0.60,usdcad,1.35271,0.00000,0.00000,2026.01.29 12:20:00,1.35422,0.00,0.00,0.00,66.90,#500 230417_RandomWalk_YHH_unlimited
108930089,2026.01.29 12:10:01,sell,0.60,audusd,0.70510,0.00000,0.00000,2026.01.29 12:45:00,0.70397,0.00,0.00,0.00,67.80,#600 230417_RandomWalk_YHH_unlimited
108930784,2026.01.29 12:15:05,sell,0.60,gbpusd,1.38021,0.00000,0.00000,2026.01.29 12:50:00,1.37920,0.00,0.00,0.00,60.60,#200 230417_RandomWalk_YHH_unlimited
108928301,2026.01.29 11:55:01,sell,0.60,eurusd,1.19538,0.00000,0.00000,2026.01.29 13:00:00,1.19425,0.00,0.00,0.00,67.80,#300 230417_RandomWalk_YHH_unlimited
108931395,2026.01.29 12:20:01,buy,0.60,usdcad,1.35439,0.00000,0.00000,2026.01.29 13:00:00,1.35592,0.00,0.00,0.00,67.70,#500 230417_RandomWalk_YHH_unlimited
108920826,2026.01.29 11:00:00,buy,0.60,audusd,0.70618,0.00000,0.00000,2026.01.29 15:10:00,0.70661,0.00,0.00,0.00,25.80,#600 230417_RandomWalk_YHH_unlimited
108936124,2026.01.29 13:00:00,buy,0.60,audusd,0.70334,0.00000,0.00000,2026.01.29 15:10:00,0.70661,0.00,0.00,0.00,196.20,#600 230417_RandomWalk_YHH_unlimited
108876607,2026.01.29 06:50:01,buy,0.60,audusd,0.70913,0.00000,0.00000,2026.01.29 15:10:01,0.70661,0.00,0.00,0.00,-151.20,#600 230417_RandomWalk_YHH_unlimited
108897120,2026.01.29 09:10:08,sell,0.60,usdcad,1.35098,0.00000,0.00000,2026.01.29 15:25:00,1.35120,0.00,0.00,0.00,-9.77,#500 230417_RandomWalk_YHH_unlimited
108928800,2026.01.29 12:00:04,sell,0.60,usdcad,1.35348,0.00000,0.00000,2026.01.29 15:25:00,1.35120,0.00,0.00,0.00,101.24,#500 230417_RandomWalk_YHH_unlimited
108877776,2026.01.29 07:05:01,buy,0.60,gbpusd,1.38450,0.00000,0.00000,2026.01.29 16:40:01,1.38306,0.00,0.00,0.00,-86.40,#200 230417_RandomWalk_YHH_unlimited
108928785,2026.01.29 12:00:00,buy,0.60,gbpusd,1.38046,0.00000,0.00000,2026.01.29 16:40:01,1.38306,0.00,0.00,0.00,156.00,#200 230417_RandomWalk_YHH_unlimited
108928784,2026.01.29 12:00:00,sell,0.60,usdchf,0.76777,0.00000,0.00000,2026.01.29 16:45:00,0.76585,0.00,0.00,0.00,150.42,#100 230417_RandomWalk_YHH_unlimited
108953588,2026.01.29 15:10:01,buy,0.60,audusd,0.70678,0.00000,0.00000,2026.01.29 16:45:00,0.70789,0.00,0.00,0.00,66.60,#600 230417_RandomWalk_YHH_unlimited
108956133,2026.01.29 15:25:01,sell,0.60,usdcad,1.35109,0.00000,0.00000,2026.01.29 16:45:00,1.34972,0.00,0.00,0.00,60.90,#500 230417_RandomWalk_YHH_unlimited
108878181,2026.01.29 07:10:01,sell,0.60,usdchf,0.76486,0.00000,0.00000,2026.01.29 16:45:01,0.76587,0.00,0.00,0.00,-79.13,#100 230417_RandomWalk_YHH_unlimited
108976767,2026.01.29 16:45:01,sell,0.60,usdchf,0.76574,0.00000,0.00000,2026.01.29 16:50:51,0.76613,0.00,0.00,0.00,-30.54,#100 230417_RandomWalk_YHH_unlimited
108974489,2026.01.29 16:40:02,buy,0.60,gbpusd,1.38321,0.00000,0.00000,2026.01.29 16:50:52,1.38262,0.00,0.00,0.00,-35.40,#200 230417_RandomWalk_YHH_unlimited
108976753,2026.01.29 16:45:00,sell,0.60,usdcad,1.34954,0.00000,0.00000,2026.01.29 16:50:52,1.34992,0.00,0.00,0.00,-16.89,#500 230417_RandomWalk_YHH_unlimited
108976755,2026.01.29 16:45:00,buy,0.60,audusd,0.70804,0.00000,0.00000,2026.01.29 16:50:52,0.70701,0.00,0.00,0.00,-61.80,#600 230417_RandomWalk_YHH_unlimited
108936168,2026.01.29 13:00:02,buy,0.60,usdcad,1.35614,0.00000,0.00000,2026.01.29 16:50:53,1.34965,0.00,0.00,0.00,-288.52,#500 230417_RandomWalk_YHH_unlimited
108951941,2026.01.29 15:00:00,buy,0.60,usdcad,1.35248,0.00000,0.00000,2026.01.29 16:50:53,1.34970,0.00,0.00,0.00,-123.58,#500 230417_RandomWalk_YHH_unlimited
108963638,2026.01.29 16:00:00,sell,0.60,audusd,0.70654,0.00000,0.00000,2026.01.29 16:50:53,0.70721,0.00,0.00,0.00,-40.20,#600 230417_RandomWalk_YHH_unlimited
108934111,2026.01.29 12:45:00,sell,0.60,audusd,0.70380,0.00000,0.00000,2026.01.29 16:50:54,0.70724,0.00,0.00,0.00,-206.40,#600 230417_RandomWalk_YHH_unlimited
108934661,2026.01.29 12:50:00,sell,0.60,gbpusd,1.37905,0.00000,0.00000,2026.01.29 16:50:54,1.38280,0.00,0.00,0.00,-225.00,#200 230417_RandomWalk_YHH_unlimited
108936150,2026.01.29 13:00:00,sell,0.60,eurusd,1.19411,0.00000,0.00000,2026.01.29 16:50:54,1.19660,0.00,0.00,0.00,-149.40,#300 230417_RandomWalk_YHH_unlimited
108902843,2026.01.29 09:35:01,buy,0.60,usdjpy,153.369,0.000,0.000,2026.01.29 16:50:55,153.050,0.00,0.00,0.00,-125.06,#400 230417_RandomWalk_YHH_unlimited
108907050,2026.01.29 10:00:00,sell,0.60,usdjpy,153.312,0.000,0.000,2026.01.29 16:50:55,153.062,0.00,0.00,0.00,98.00,#400 230417_RandomWalk_YHH_unlimited
108927753,2026.01.29 11:50:03,buy,0.60,usdchf,0.76775,0.00000,0.00000,2026.01.29 16:50:55,0.76597,0.00,0.00,0.00,-139.43,#100 230417_RandomWalk_YHH_unlimited
108928762,2026.01.29 12:00:00,buy,0.60,eurusd,1.19566,0.00000,0.00000,2026.01.29 16:50:55,1.19646,0.00,0.00,0.00,48.00,#300 230417_RandomWalk_YHH_unlimited
108877767,2026.01.29 07:05:00,buy,0.60,eurusd,1.19927,0.00000,0.00000,2026.01.29 16:50:56,1.19646,0.00,0.00,0.00,-168.60,#300 230417_RandomWalk_YHH_unlimited
108877768,2026.01.29 07:05:00,sell,0.60,usdjpy,152.941,0.000,0.000,2026.01.29 16:50:56,153.063,0.00,0.00,0.00,-47.82,#400 230417_RandomWalk_YHH_unlimited
108981477,2026.01.29 16:55:52,sell,0.60,audusd,0.70654,0.00000,0.00000,2026.01.29 17:05:00,0.70449,0.00,0.00,0.00,123.00,#600 230417_RandomWalk_YHH_unlimited
108981482,2026.01.29 16:55:53,sell,0.60,gbpusd,1.38282,0.00000,0.00000,2026.01.29 17:05:00,1.38088,0.00,0.00,0.00,116.40,#200 230417_RandomWalk_YHH_unlimited
108981469,2026.01.29 16:55:52,buy,0.60,usdjpy,153.048,0.000,0.000,2026.01.29 17:10:00,153.236,0.00,0.00,0.00,73.61,#400 230417_RandomWalk_YHH_unlimited
108981473,2026.01.29 16:55:52,buy,0.60,usdchf,0.76601,0.00000,0.00000,2026.01.29 17:10:00,0.76690,0.00,0.00,0.00,69.63,#100 230417_RandomWalk_YHH_unlimited
108981486,2026.01.29 16:55:53,sell,0.60,eurusd,1.19682,0.00000,0.00000,2026.01.29 17:10:00,1.19534,0.00,0.00,0.00,88.80,#300 230417_RandomWalk_YHH_unlimited
108986259,2026.01.29 17:05:00,sell,0.60,gbpusd,1.38075,0.00000,0.00000,2026.01.29 17:10:00,1.37956,0.00,0.00,0.00,71.40,#200 230417_RandomWalk_YHH_unlimited
108981472,2026.01.29 16:55:52,buy,0.60,usdcad,1.35059,0.00000,0.00000,2026.01.29 17:15:03,1.35313,0.00,0.00,0.00,112.63,#500 230417_RandomWalk_YHH_unlimited
108986260,2026.01.29 17:05:00,sell,0.60,audusd,0.70439,0.00000,0.00000,2026.01.29 17:15:03,0.70250,0.00,0.00,0.00,113.40,#600 230417_RandomWalk_YHH_unlimited
108989506,2026.01.29 17:10:00,sell,0.60,gbpusd,1.37939,0.00000,0.00000,2026.01.29 17:20:00,1.37665,0.00,0.00,0.00,164.40,#200 230417_RandomWalk_YHH_unlimited
108989509,2026.01.29 17:10:00,sell,0.60,eurusd,1.19521,0.00000,0.00000,2026.01.29 17:20:00,1.19244,0.00,0.00,0.00,166.20,#300 230417_RandomWalk_YHH_unlimited
108989513,2026.01.29 17:10:01,buy,0.60,usdchf,0.76700,0.00000,0.00000,2026.01.29 17:20:00,0.76923,0.00,0.00,0.00,173.94,#100 230417_RandomWalk_YHH_unlimited
108992106,2026.01.29 17:15:03,sell,0.60,audusd,0.70234,0.00000,0.00000,2026.01.29 17:20:00,0.69954,0.00,0.00,0.00,168.00,#600 230417_RandomWalk_YHH_unlimited
108992108,2026.01.29 17:15:03,buy,0.60,usdcad,1.35333,0.00000,0.00000,2026.01.29 17:20:00,1.35564,0.00,0.00,0.00,102.24,#500 230417_RandomWalk_YHH_unlimited
108989505,2026.01.29 17:10:00,buy,0.60,usdjpy,153.250,0.000,0.000,2026.01.29 17:30:00,153.443,0.00,0.00,0.00,75.47,#400 230417_RandomWalk_YHH_unlimited
108994919,2026.01.29 17:20:00,buy,0.60,usdchf,0.76933,0.00000,0.00000,2026.01.29 17:30:00,0.77022,0.00,0.00,0.00,69.33,#100 230417_RandomWalk_YHH_unlimited
108994920,2026.01.29 17:20:00,sell,0.60,gbpusd,1.37652,0.00000,0.00000,2026.01.29 17:30:00,1.37529,0.00,0.00,0.00,73.80,#200 230417_RandomWalk_YHH_unlimited
108994921,2026.01.29 17:20:00,sell,0.60,eurusd,1.19233,0.00000,0.00000,2026.01.29 17:30:00,1.19102,0.00,0.00,0.00,78.60,#300 230417_RandomWalk_YHH_unlimited
108994922,2026.01.29 17:20:00,buy,0.60,usdcad,1.35583,0.00000,0.00000,2026.01.29 17:30:00,1.35737,0.00,0.00,0.00,68.07,#500 230417_RandomWalk_YHH_unlimited
108994923,2026.01.29 17:20:00,sell,0.60,audusd,0.69937,0.00000,0.00000,2026.01.29 17:30:00,0.69775,0.00,0.00,0.00,97.20,#600 230417_RandomWalk_YHH_unlimited
108981478,2026.01.29 16:55:52,sell,0.60,usdjpy,153.035,0.000,0.000,2026.01.29 17:45:00,152.871,0.00,0.00,0.00,64.37,#400 230417_RandomWalk_YHH_unlimited
109011469,2026.01.29 18:00:00,buy,0.60,gbpusd,1.37642,0.00000,0.00000,2026.01.29 18:42:13,1.37951,0.00,0.00,0.00,185.40,#200 230417_RandomWalk_YHH_unlimited
109011443,2026.01.29 18:00:00,sell,0.60,usdcad,1.35545,0.00000,0.00000,2026.01.29 18:42:14,1.35277,0.00,0.00,0.00,118.87,#500 230417_RandomWalk_YHH_unlimited
109011445,2026.01.29 18:00:00,buy,0.60,audusd,0.69783,0.00000,0.00000,2026.01.29 18:42:14,0.70097,0.00,0.00,0.00,188.40,#600 230417_RandomWalk_YHH_unlimited
108999466,2026.01.29 17:30:00,buy,0.60,usdjpy,153.455,0.000,0.000,2026.01.29 18:42:15,152.815,0.00,0.00,0.00,-251.28,#400 230417_RandomWalk_YHH_unlimited
109005422,2026.01.29 17:45:03,sell,0.60,usdjpy,152.858,0.000,0.000,2026.01.29 18:42:15,152.828,0.00,0.00,0.00,11.78,#400 230417_RandomWalk_YHH_unlimited
109011440,2026.01.29 18:00:00,buy,0.60,eurusd,1.19301,0.00000,0.00000,2026.01.29 18:42:15,1.19459,0.00,0.00,0.00,94.80,#300 230417_RandomWalk_YHH_unlimited
109011441,2026.01.29 18:00:00,buy,0.60,usdjpy,152.818,0.000,0.000,2026.01.29 18:42:15,152.815,0.00,0.00,0.00,-1.18,#400 230417_RandomWalk_YHH_unlimited
108999463,2026.01.29 17:30:00,buy,0.60,usdcad,1.35761,0.00000,0.00000,2026.01.29 18:42:16,1.35258,0.00,0.00,0.00,-223.13,#500 230417_RandomWalk_YHH_unlimited
108999464,2026.01.29 17:30:00,buy,0.60,usdchf,0.77036,0.00000,0.00000,2026.01.29 18:42:16,0.76696,0.00,0.00,0.00,-265.99,#100 230417_RandomWalk_YHH_unlimited
108999465,2026.01.29 17:30:00,sell,0.60,eurusd,1.19088,0.00000,0.00000,2026.01.29 18:42:16,1.19473,0.00,0.00,0.00,-231.00,#300 230417_RandomWalk_YHH_unlimited
108981483,2026.01.29 16:55:53,sell,0.60,usdchf,0.76589,0.00000,0.00000,2026.01.29 18:42:17,0.76709,0.00,0.00,0.00,-93.86,#100 230417_RandomWalk_YHH_unlimited
108999460,2026.01.29 17:30:00,sell,0.60,gbpusd,1.37509,0.00000,0.00000,2026.01.29 18:42:17,1.37966,0.00,0.00,0.00,-274.20,#200 230417_RandomWalk_YHH_unlimited
108999461,2026.01.29 17:30:00,sell,0.60,audusd,0.69759,0.00000,0.00000,2026.01.29 18:42:17,0.70112,0.00,0.00,0.00,-211.80,#600 230417_RandomWalk_YHH_unlimited
108981468,2026.01.29 16:55:52,buy,0.60,audusd,0.70668,0.00000,0.00000,2026.01.29 18:42:18,0.70085,0.00,0.00,0.00,-349.80,#600 230417_RandomWalk_YHH_unlimited
108981474,2026.01.29 16:55:52,buy,0.60,gbpusd,1.38299,0.00000,0.00000,2026.01.29 18:42:18,1.37949,0.00,0.00,0.00,-210.00,#200 230417_RandomWalk_YHH_unlimited
108981476,2026.01.29 16:55:52,buy,0.60,eurusd,1.19695,0.00000,0.00000,2026.01.29 18:42:18,1.19457,0.00,0.00,0.00,-142.80,#300 230417_RandomWalk_YHH_unlimited
108981481,2026.01.29 16:55:53,sell,0.60,usdcad,1.35028,0.00000,0.00000,2026.01.29 18:42:18,1.35280,0.00,0.00,0.00,-111.77,#500 230417_RandomWalk_YHH_unlimited
109029202,2026.01.29 18:47:14,buy,0.60,gbpusd,1.37903,0.00000,0.00000,2026.01.29 19:10:00,1.38020,0.00,0.00,0.00,70.20,#200 230417_RandomWalk_YHH_unlimited
109029201,2026.01.29 18:47:14,buy,0.60,audusd,0.70137,0.00000,0.00000,2026.01.29 19:25:00,0.70307,0.00,0.00,0.00,102.00,#600 230417_RandomWalk_YHH_unlimited
109029205,2026.01.29 18:47:14,buy,0.60,eurusd,1.19477,0.00000,0.00000,2026.01.29 19:35:00,1.19577,0.00,0.00,0.00,60.00,#300 230417_RandomWalk_YHH_unlimited
109029218,2026.01.29 18:47:15,sell,0.60,usdchf,0.76721,0.00000,0.00000,2026.01.29 19:35:00,0.76636,0.00,0.00,0.00,66.55,#100 230417_RandomWalk_YHH_unlimited
109029226,2026.01.29 18:47:16,buy,0.60,usdjpy,152.858,0.000,0.000,2026.01.29 20:15:00,153.020,0.00,0.00,0.00,63.52,#400 230417_RandomWalk_YHH_unlimited
109029206,2026.01.29 18:47:14,sell,0.60,usdcad,1.35173,0.00000,0.00000,2026.01.29 20:50:00,1.34964,0.00,0.00,0.00,92.91,#500 230417_RandomWalk_YHH_unlimited
109047977,2026.01.29 20:15:01,buy,0.60,usdjpy,153.035,0.000,0.000,2026.01.29 22:10:01,153.189,0.00,0.00,0.00,60.32,#400 230417_RandomWalk_YHH_unlimited
109041406,2026.01.29 19:35:01,sell,0.60,usdchf,0.76625,0.00000,0.00000,2026.01.29 22:40:03,0.76543,0.00,0.00,0.00,64.28,#100 230417_RandomWalk_YHH_unlimited
109039076,2026.01.29 19:25:00,buy,0.60,audusd,0.70322,0.00000,0.00000,2026.01.29 22:55:00,0.70466,0.00,0.00,0.00,86.40,#600 230417_RandomWalk_YHH_unlimited
109041407,2026.01.29 19:35:01,buy,0.60,eurusd,1.19591,0.00000,0.00000,2026.01.29 23:45:00,1.19695,0.00,0.00,0.00,62.40,#300 230417_RandomWalk_YHH_unlimited
109075065,2026.01.29 22:40:03,sell,0.60,usdchf,0.76532,0.00000,0.00000,2026.01.29 23:55:00,0.76449,0.00,0.00,0.00,65.14,#100 230417_RandomWalk_YHH_unlimited
